zmiana,data,ognisko_typ,liczba
1,2020-10-03,zespołem szkół,3
1,2020-10-03,zespołem szkół,7
1,2020-10-03,szkołą,2
1,2020-10-03,zakładem pracy,12
1,2020-10-03,szkołą,4
1,2020-10-03,weselem i przedszkolem,12
1,2020-10-03,zakładem pracy,5
1,2020-10-03,szkołą,8
1,2020-10-03,szpitalem,3
1,2020-10-03,zakładem pracy w gdyni,9
1,2020-10-03,zakładem pracy w gdyni,3
1,2020-10-03,przychodnią,3
1,2020-10-03,przedszkolem,4
1,2020-10-03,domem pomocy społecznej,31
1,2020-10-03,zakładem pracy,3
1,2020-10-03,wycieczką,14
1,2020-10-03,szpitalem,4
1,2020-10-03,zakładem pracy,6
1,2020-10-03,zakładem pracy,9
1,2020-10-03,szpitalem,6
1,2020-10-03,2 zakładami pracy,15
1,2020-10-03,szkołą,10
1,2020-10-03,wycieczką,68
1,2020-10-03,zakładem pracy,9
1,2020-10-03,szkołą,5
1,2020-10-03,zespołem kształcenia,22
1,2020-10-03,szkołą,5
1,2020-10-03,szpitalem,49
1,2020-10-03,domem pomocy społecznej,19
1,2020-10-03,przedszkolem,3
1,2020-10-03,zakładem pracy,3
1,2020-10-03,przedszkolem,4
1,2020-10-03,domem pomocy społecznej,13
1,2020-10-03,szpitalem,15
1,2020-10-03,specjalnym ośrodkiem szkolno,6
1,2020-10-03,podmiotem leczniczym,3
1,2020-10-03,przedszkolem,4
1,2020-10-03,szkołą,4
1,2020-10-03,zakładem pracy,5
1,2020-10-03,zakładem opiekuńczo,13
1,2020-10-03,zakładem pracy,3
1,2020-10-03,ośrodkiem pomocy,4
1,2020-10-03,żłobkiem i przedszkolem,2
1,2020-10-03,szkołą,5
1,2020-10-03,domem pomocy społecznej,2
1,2020-10-03,zakładem pracy,4
1,2020-10-03,hospicjum,3
1,2020-10-03,przychodnią,5
1,2020-10-03,domem pomocy społecznej,3
1,2020-10-03,drużyną sportow,8
1,2020-10-03,zakładem pracy,5
1,2020-10-03,zakładem pracy,2
1,2020-10-03,zakładem pracy,2
1,2020-10-03,szkołą,2
1,2020-10-03,zakładem pracy,3
1,2020-10-03,domem pomocy,2
1,2020-10-02,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",28
1,2020-10-02,dps,91
1,2020-10-02,imprezami urodzinowymi (uczniowie lo),33
1,2020-10-02,szpitalem,13
1,2020-10-02,ognisko rodzinne związane z liceum w pucku,5
1,2020-10-02,szkołą podstawową i przedszkolem,3
1,2020-10-02,szkołą i kościołem,81
1,2020-10-02,szpitalem rehabilitacyjnym,71
1,2020-10-02,zakładem pracy,6
1,2020-10-02,terapią,4
1,2020-10-02,zakładem pracy,3
1,2020-10-02,zakładem opiekuńczo,34
1,2020-10-02,zakładem pracy,21
1,2020-10-02,zakładem pracy,13
1,2020-10-02,szpitalem,20
1,2020-10-02,szkołą i przedszkolem,16
1,2020-10-02,szpitalem,4
1,2020-10-02,przedszkolem,11
1,2020-10-02,szkołą,11
1,2020-10-02,wycieczką,33
1,2020-10-02,szkołą,7
1,2020-10-02,szkołą,3
1,2020-10-02,szkołą,7
1,2020-10-02,szpitalem,11
1,2020-10-02,zakładem pracy,3
1,2020-10-02,zakładem pracy,5
1,2020-10-02,zespołem szkół,3
1,2020-10-02,zespołem szkół,7
1,2020-10-02,szkołą,2
1,2020-10-02,zakładem pracy,12
1,2020-10-02,szkołą,4
1,2020-10-02,weselem i przedszkolem,11
1,2020-10-02,zakładem pracy,5
1,2020-10-02,szkołą,8
1,2020-10-02,szpitalem,3
1,2020-10-02,zakładem pracy w gdyni,9
1,2020-10-02,zakładem pracy w gdyni,3
1,2020-10-02,przychodnią,3
1,2020-10-02,przedszkolem,4
1,2020-10-02,domem pomocy społecznej,31
1,2020-10-02,zakładem pracy,3
1,2020-10-02,wycieczką,10
1,2020-10-02,szpitalem,4
1,2020-10-02,zakładem pracy,6
1,2020-10-02,zakładem pracy,9
1,2020-10-02,szpitalem,6
1,2020-10-02,2 zakładami pracy,15
1,2020-10-02,szkołą,7
1,2020-10-02,wycieczką,62
1,2020-10-02,zakładem pracy,9
1,2020-10-02,szkołą,5
1,2020-10-02,zespołem kształcenia,22
1,2020-10-02,szkołą,5
1,2020-10-02,szpitalem,40
1,2020-10-02,domem pomocy społecznej,18
1,2020-10-02,przedszkolem,3
1,2020-10-02,zakładem pracy,3
1,2020-10-02,przedszkolem,4
1,2020-10-02,domem pomocy społecznej,11
1,2020-10-02,szpitalem,14
1,2020-10-02,specjalnym ośrodkiem szkolno,5
1,2020-10-02,podmiotem leczniczym,3
1,2020-10-02,przedszkolem,3
1,2020-10-02,szkołą,3
1,2020-10-02,zakładem pracy,5
1,2020-10-02,zakładem opiekuńczo,2
1,2020-10-02,zakładem pracy,3
1,2020-10-02,ośrodkiem pomocy,3
1,2020-10-02,żłobkiem i przedszkolem,2
1,2020-10-02,szkołą,5
1,2020-10-02,domem pomocy społecznej,2
1,2020-10-02,zakładem pracy,2
1,2020-10-02,hospicjum,3
1,2020-10-02,przychodnią,5
1,2020-10-02,domem pomocy społecznej,3
1,2020-10-02,drużyną sportow,7
1,2020-10-02,zakładem pracy,2
1,2020-10-02,zakładem pracy,2
1,2020-10-02,zakładem pracy,2
1,2020-10-02,szkołą,2
1,2020-10-01,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",28
1,2020-10-01,dps,91
1,2020-10-01,imprezami urodzinowymi (uczniowie lo),33
1,2020-10-01,szpitalem,12
1,2020-10-01,ognisko rodzinne związane z liceum w pucku,5
1,2020-10-01,szkołą podstawową i przedszkolem,3
1,2020-10-01,szkołą i kościołem,77
1,2020-10-01,szpitalem rehabilitacyjnym,71
1,2020-10-01,zakładem pracy,6
1,2020-10-01,terapią,4
1,2020-10-01,zakładem pracy,3
1,2020-10-01,zakładem opiekuńczo,34
1,2020-10-01,zakładem pracy,21
1,2020-10-01,zakładem pracy,13
1,2020-10-01,szpitalem,20
1,2020-10-01,szkołą i przedszkolem,16
1,2020-10-01,szpitalem,4
1,2020-10-01,przedszkolem,11
1,2020-10-01,szkołą,11
1,2020-10-01,wycieczką,33
1,2020-10-01,szkołą,6
1,2020-10-01,szkołą,3
1,2020-10-01,szkołą,7
1,2020-10-01,szpitalem,11
1,2020-10-01,zakładem pracy,3
1,2020-10-01,zakładem pracy,5
1,2020-10-01,zespołem szkół,3
1,2020-10-01,zespołem szkół,7
1,2020-10-01,szkołą,2
1,2020-10-01,zakładem pracy,12
1,2020-10-01,szkołą,3
1,2020-10-01,weselem i przedszkolem,11
1,2020-10-01,zakładem pracy,5
1,2020-10-01,szkołą,8
1,2020-10-01,szpitalem,3
1,2020-10-01,zakładem pracy w gdyni,9
1,2020-10-01,zakładem pracy w gdyni,3
1,2020-10-01,przychodnią,3
1,2020-10-01,przedszkolem,5
1,2020-10-01,domem pomocy społecznej,31
1,2020-10-01,zakładem pracy,3
1,2020-10-01,wycieczką,6
1,2020-10-01,szpitalem,4
1,2020-10-01,zakładem pracy,6
1,2020-10-01,zakładem pracy,6
1,2020-10-01,szpitalem,5
1,2020-10-01,2 zakładami pracy,15
1,2020-10-01,szkołą,7
1,2020-10-01,wycieczką,56
1,2020-10-01,zakładem pracy,9
1,2020-10-01,szkołą,5
1,2020-10-01,zespołem kształcenia,22
1,2020-10-01,szkołą,5
1,2020-10-01,szpitalem,35
1,2020-10-01,domem pomocy społecznej,9
1,2020-10-01,przedszkolem,3
1,2020-10-01,zakładem pracy,3
1,2020-10-01,przedszkolem,4
1,2020-10-01,domem pomocy społecznej,2
1,2020-10-01,szpitalem,12
1,2020-10-01,specjalnym ośrodkiem szkolno,4
1,2020-10-01,podmiotem leczniczym,2
1,2020-10-01,przedszkolem,3
1,2020-10-01,szkołą,2
1,2020-10-01,zakładem pracy,4
1,2020-10-01,zakładem opiekuńczo,2
1,2020-10-01,zakładem pracy,3
1,2020-10-01,ośrodkiem pomocy,3
1,2020-10-01,żłobkiem i przedszkolem,2
1,2020-10-01,szkołą,2
1,2020-09-30,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",28
1,2020-09-30,szkołą podstawową,3
1,2020-09-30,dps,91
1,2020-09-30,stacją dializ,2
1,2020-09-30,imprezami urodzinowymi (uczniowie lo),33
1,2020-09-30,szpitalem,12
1,2020-09-30,ognisko rodzinne związane z liceum w pucku,5
1,2020-09-30,szkołą podstawową i przedszkolem,3
1,2020-09-30,szkołą i kościołem,77
1,2020-09-30,zakładem pracy,6
1,2020-09-30,szpitalem rehabilitacyjnym,71
1,2020-09-30,zakładem pracy,6
1,2020-09-30,terapią,4
1,2020-09-30,zakładem pracy,3
1,2020-09-30,zakładem opiekuńczo,34
1,2020-09-30,zakładem pracy,21
1,2020-09-30,zakładem pracy,13
1,2020-09-30,szpitalem,20
1,2020-09-30,klubem sportowym,8
1,2020-09-30,szkołą i przedszkolem,16
1,2020-09-30,szpitalem,3
1,2020-09-30,przedszkolem,11
1,2020-09-30,szkołą,11
1,2020-09-30,wycieczką,29
1,2020-09-30,szkołą,6
1,2020-09-30,szkołą,3
1,2020-09-30,szkołą,7
1,2020-09-30,szpitalem,11
1,2020-09-30,zakładem pracy,3
1,2020-09-30,zakładem pracy,5
1,2020-09-30,zespołem szkół,3
1,2020-09-30,zespołem szkół,7
1,2020-09-30,szkołą,2
1,2020-09-30,zakładem pracy,10
1,2020-09-30,szkołą,3
1,2020-09-30,weselem i przedszkolem,10
1,2020-09-30,zakładem pracy,5
1,2020-09-30,szkołą,8
1,2020-09-30,szpitalem,3
1,2020-09-30,zakładem pracy w gdyni,9
1,2020-09-30,zakładem pracy w gdyni,3
1,2020-09-30,przychodnią,3
1,2020-09-30,przedszkolem,5
1,2020-09-30,domem pomocy społecznej,31
1,2020-09-30,zakładem pracy,3
1,2020-09-30,wycieczką,4
1,2020-09-30,szpitalem,4
1,2020-09-30,zakładem pracy,6
1,2020-09-30,zakładem pracy,5
1,2020-09-30,szpitalem,5
1,2020-09-30,zakładem pracy,9
1,2020-09-30,szkołą,7
1,2020-09-30,wycieczką,49
1,2020-09-30,zakładem pracy,9
1,2020-09-30,szkołą,5
1,2020-09-30,zespołem kształcenia,22
1,2020-09-30,szkołą,5
1,2020-09-30,szpitalem,27
1,2020-09-30,domem pomocy społecznej,8
1,2020-09-30,przedszkolem,2
1,2020-09-30,zakładem pracy,3
1,2020-09-30,przedszkolem,3
1,2020-09-30,domem pomocy społecznej,2
1,2020-09-30,szpitalem,6
1,2020-09-30,specjalnym ośrodkiem szkolno,4
1,2020-09-30,podmiotem leczniczym,2
1,2020-09-30,przedszkolem,3
1,2020-09-30,szkołą,2
1,2020-09-30,zakładem pracy,3
1,2020-09-29,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",28
1,2020-09-29,szkołą podstawową,3
1,2020-09-29,dps,91
1,2020-09-29,stacją dializ,2
1,2020-09-29,imprezami urodzinowymi (uczniowie lo),33
1,2020-09-29,szpitalem,12
1,2020-09-29,ognisko rodzinne związane z liceum w pucku,5
1,2020-09-29,szkołą podstawową i przedszkolem,3
1,2020-09-29,szkołą i kościołem,77
1,2020-09-29,zakładem pracy,6
1,2020-09-29,szpitalem rehabilitacyjnym,71
1,2020-09-29,zakładem pracy,6
1,2020-09-29,terapią,4
1,2020-09-29,zakładem pracy,3
1,2020-09-29,zakładem opiekuńczo,34
1,2020-09-29,zakładem pracy,21
1,2020-09-29,zakładem pracy,13
1,2020-09-29,szpitalem,20
1,2020-09-29,klubem sportowym,8
1,2020-09-29,szkołą i przedszkolem,16
1,2020-09-29,szpitalem,3
1,2020-09-29,przedszkolem,11
1,2020-09-29,szkołą,11
1,2020-09-29,wycieczką,29
1,2020-09-29,szkołą,6
1,2020-09-29,szkołą,3
1,2020-09-29,szkołą,7
1,2020-09-29,szpitalem,10
1,2020-09-29,zakładem pracy,3
1,2020-09-29,zakładem pracy,5
1,2020-09-29,zespołem szkół,3
1,2020-09-29,zespołem szkół,7
1,2020-09-29,szkołą,2
1,2020-09-29,zakładem pracy,10
1,2020-09-29,szkołą,3
1,2020-09-29,weselem i przedszkolem,10
1,2020-09-29,zakładem pracy,5
1,2020-09-29,szkołą,8
1,2020-09-29,szpitalem,3
1,2020-09-29,zakładem pracy w gdyni,8
1,2020-09-29,zakładem pracy w gdyni,3
1,2020-09-29,przychodnią,3
1,2020-09-29,przedszkolem,5
1,2020-09-29,domem pomocy społecznej,31
1,2020-09-29,zakładem pracy,3
1,2020-09-29,wycieczką,4
1,2020-09-29,szpitalem,4
1,2020-09-29,zakładem pracy,6
1,2020-09-29,zakładem pracy,4
1,2020-09-29,szpitalem,5
1,2020-09-29,zakładem pracy,8
1,2020-09-29,szkołą,7
1,2020-09-29,wycieczką,42
1,2020-09-29,zakładem pracy,8
1,2020-09-29,szkołą,2
1,2020-09-29,zespołem kształcenia,22
1,2020-09-29,szkołą,5
1,2020-09-29,szpitalem,18
1,2020-09-29,domem pomocy społecznej,2
1,2020-09-29,przedszkolem,2
1,2020-09-29,zakładem pracy,2
1,2020-09-29,przedszkolem,2
1,2020-09-29,domem pomocy społecznej,2
1,2020-09-29,szpitalem,3
1,2020-09-28,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",28
1,2020-09-28,szkołą podstawową,3
1,2020-09-28,dps,91
1,2020-09-28,stacją dializ,2
1,2020-09-28,imprezami urodzinowymi (uczniowie lo),33
1,2020-09-28,szpitalem,12
1,2020-09-28,ognisko rodzinne związane z liceum w pucku,5
1,2020-09-28,szkołą podstawową i przedszkolem,3
1,2020-09-28,szkołą i kościołem,77
1,2020-09-28,zakładem pracy,6
1,2020-09-28,szpitalem rehabilitacyjnym,71
1,2020-09-28,zakładem pracy,6
1,2020-09-28,terapią,4
1,2020-09-28,zakładem pracy,3
1,2020-09-28,zakładem opiekuńczo,34
1,2020-09-28,zakładem pracy,21
1,2020-09-28,zakładem pracy,13
1,2020-09-28,szpitalem,20
1,2020-09-28,klubem sportowym,8
1,2020-09-28,szkołą i przedszkolem,15
1,2020-09-28,szpitalem,3
1,2020-09-28,przedszkolem,11
1,2020-09-28,szkołą,11
1,2020-09-28,wycieczką,27
1,2020-09-28,szkołą,6
1,2020-09-28,szkołą,3
1,2020-09-28,szkołą,7
1,2020-09-28,szpitalem,9
1,2020-09-28,zakładem pracy,3
1,2020-09-28,zakładem pracy,5
1,2020-09-28,zespołem szkół,3
1,2020-09-28,zespołem szkół,6
1,2020-09-28,szkołą,2
1,2020-09-28,zakładem pracy,10
1,2020-09-28,szkołą,3
1,2020-09-28,weselem i przedszkolem,10
1,2020-09-28,zakładem pracy,5
1,2020-09-28,szkołą,8
1,2020-09-28,szpitalem,2
1,2020-09-28,zakładem pracy w gdyni,8
1,2020-09-28,zakładem pracy w gdyni,3
1,2020-09-28,przychodnią,2
1,2020-09-28,przedszkolem,5
1,2020-09-28,domem pomocy społecznej,30
1,2020-09-28,zakładem pracy,3
1,2020-09-28,wycieczką,4
1,2020-09-28,szpitalem,4
1,2020-09-28,zakładem pracy,6
1,2020-09-28,zakładem pracy,4
1,2020-09-28,szpitalem,5
1,2020-09-28,zakładem pracy,7
1,2020-09-28,szkołą,4
1,2020-09-28,wycieczką,36
1,2020-09-28,zakładem pracy,5
1,2020-09-28,szkołą,2
1,2020-09-28,zespołem kształcenia,22
1,2020-09-28,szkołą,5
1,2020-09-28,szpitalem,11
1,2020-09-27,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",28
1,2020-09-27,szkołą podstawową,3
1,2020-09-27,dps,91
1,2020-09-27,stacją dializ,2
1,2020-09-27,imprezami urodzinowymi (uczniowie lo),33
1,2020-09-27,szpitalem,12
1,2020-09-27,ognisko rodzinne związane z liceum w pucku,5
1,2020-09-27,szkołą podstawową i przedszkolem,3
1,2020-09-27,szkołą i kościołem,66
1,2020-09-27,zakładem pracy,6
1,2020-09-27,szpitalem rehabilitacyjnym,71
1,2020-09-27,zakładem pracy,6
1,2020-09-27,terapią,4
1,2020-09-27,zakładem pracy,3
1,2020-09-27,zakładem opiekuńczo,31
1,2020-09-27,zakładem pracy,19
1,2020-09-27,zakładem pracy,13
1,2020-09-27,szpitalem,20
1,2020-09-27,klubem sportowym,8
1,2020-09-27,szkołą i przedszkolem,14
1,2020-09-27,szpitalem,3
1,2020-09-27,przedszkolem,11
1,2020-09-27,szkołą,11
1,2020-09-27,wycieczką,27
1,2020-09-27,szkołą,6
1,2020-09-27,szkołą,3
1,2020-09-27,szkołą,7
1,2020-09-27,szpitalem,8
1,2020-09-27,zakładem pracy,3
1,2020-09-27,zakładem pracy,5
1,2020-09-27,zespołem szkół,3
1,2020-09-27,zespołem szkół,6
1,2020-09-27,szkołą,2
1,2020-09-27,zakładem pracy,7
1,2020-09-27,szkołą,3
1,2020-09-27,weselem i przedszkolem,9
1,2020-09-27,zakładem pracy,5
1,2020-09-27,szkołą,8
1,2020-09-27,szpitalem,2
1,2020-09-27,zakładem pracy w gdyni,8
1,2020-09-27,zakładem pracy w gdyni,3
1,2020-09-27,przychodnią,2
1,2020-09-27,przedszkolem,5
1,2020-09-27,domem pomocy społecznej,30
1,2020-09-27,zakładem pracy,3
1,2020-09-27,wycieczką,4
1,2020-09-27,szpitalem,4
1,2020-09-27,zakładem pracy,6
1,2020-09-27,zakładem pracy,4
1,2020-09-27,szpitalem,5
1,2020-09-27,zakładem pracy,7
1,2020-09-27,szkołą,4
1,2020-09-27,wycieczką,20
1,2020-09-27,zakładem pracy,5
1,2020-09-27,szkołą,2
1,2020-09-27,zespołem kształcenia,14
1,2020-09-27,szkołą,5
1,2020-09-27,szpitalem,3
1,2020-09-26,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",28
1,2020-09-26,szkołą podstawową,3
1,2020-09-26,dps,89
1,2020-09-26,stacją dializ,2
1,2020-09-26,imprezami urodzinowymi (uczniowie lo),33
1,2020-09-26,szpitalem,12
1,2020-09-26,ognisko rodzinne związane z liceum w pucku,5
1,2020-09-26,szkołą podstawową i przedszkolem,3
1,2020-09-26,szkołą i kościołem,59
1,2020-09-26,zakładem pracy,6
1,2020-09-26,szpitalem rehabilitacyjnym,64
1,2020-09-26,zakładem pracy,6
1,2020-09-26,terapią,4
1,2020-09-26,zakładem pracy,3
1,2020-09-26,zakładem opiekuńczo,31
1,2020-09-26,zakładem pracy,19
1,2020-09-26,zakładem pracy,13
1,2020-09-26,szpitalem,20
1,2020-09-26,klubem sportowym,8
1,2020-09-26,szkołą i przedszkolem,14
1,2020-09-26,szpitalem,3
1,2020-09-26,przedszkolem,10
1,2020-09-26,szkołą,11
1,2020-09-26,wycieczką,26
1,2020-09-26,szkołą,6
1,2020-09-26,szkołą,3
1,2020-09-26,szkołą,7
1,2020-09-26,szpitalem,6
1,2020-09-26,zakładem pracy,2
1,2020-09-26,zakładem pracy,4
1,2020-09-26,zespołem szkół,3
1,2020-09-26,zespołem szkół,6
1,2020-09-26,szkołą,2
1,2020-09-26,zakładem pracy,6
1,2020-09-26,szkołą,3
1,2020-09-26,weselem i przedszkolem,6
1,2020-09-26,zakładem pracy,5
1,2020-09-26,szkołą,8
1,2020-09-26,szpitalem,2
1,2020-09-26,zakładem pracy w gdyni,6
1,2020-09-26,zakładem pracy w gdyni,3
1,2020-09-26,przychodnią,2
1,2020-09-26,przedszkolem,4
1,2020-09-26,domem pomocy społecznej,8
1,2020-09-26,zakładem pracy,2
1,2020-09-26,wycieczką,4
1,2020-09-26,szpitalem,4
1,2020-09-26,zakładem pracy,6
1,2020-09-26,zakładem pracy,4
1,2020-09-26,szpitalem,5
1,2020-09-26,zakładem pracy,5
1,2020-09-26,szkołą,2
1,2020-09-26,wycieczką,3
1,2020-09-26,zakładem pracy,3
1,2020-09-25,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",28
1,2020-09-25,szkołą podstawową,3
1,2020-09-25,dps,89
1,2020-09-25,stacją dializ,2
1,2020-09-25,imprezami urodzinowymi (uczniowie lo),33
1,2020-09-25,szpitalem,10
1,2020-09-25,ognisko rodzinne związane z liceum w pucku,5
1,2020-09-25,szkołą podstawową i przedszkolem,3
1,2020-09-25,szkołą i kościołem,52
1,2020-09-25,zakładem pracy,6
1,2020-09-25,szpitalem rehabilitacyjnym,64
1,2020-09-25,zakładem pracy,6
1,2020-09-25,terapią,4
1,2020-09-25,zakładem pracy,3
1,2020-09-25,zakładem opiekuńczo,31
1,2020-09-25,zakładem pracy,19
1,2020-09-25,zakładem pracy,13
1,2020-09-25,szpitalem,19
1,2020-09-25,klubem sportowym,8
1,2020-09-25,szkołą i przedszkolem,8
1,2020-09-25,szpitalem,3
1,2020-09-25,przedszkolem,10
1,2020-09-25,szkołą,11
1,2020-09-25,wycieczką,26
1,2020-09-25,szkołą,6
1,2020-09-25,szkołą,3
1,2020-09-25,szkołą,4
1,2020-09-25,szpitalem,6
1,2020-09-25,zakładem pracy,2
1,2020-09-25,zakładem pracy,4
1,2020-09-25,zespołem szkół,3
1,2020-09-25,zespołem szkół,6
1,2020-09-25,szkołą,2
1,2020-09-25,zakładem pracy,6
1,2020-09-25,szkołą,3
1,2020-09-25,weselem i przedszkolem,6
1,2020-09-25,zakładem pracy,5
1,2020-09-25,szkołą,8
1,2020-09-25,szpitalem,2
1,2020-09-25,zakładem pracy w gdyni,6
1,2020-09-25,zakładem pracy w gdyni,2
1,2020-09-25,przychodnią,2
1,2020-09-25,przedszkolem,4
1,2020-09-25,domem pomocy społecznej,8
1,2020-09-25,zakładem pracy,2
1,2020-09-25,wycieczką,3
1,2020-09-25,szpitalem,4
1,2020-09-25,zakładem pracy,6
1,2020-09-25,zakładem pracy,2
1,2020-09-25,szpitalem,3
1,2020-09-24,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",28
1,2020-09-24,szkołą podstawową,3
1,2020-09-24,dps,89
1,2020-09-24,stacją dializ,2
1,2020-09-24,imprezami urodzinowymi (uczniowie lo),33
1,2020-09-24,szpitalem,10
1,2020-09-24,ognisko rodzinne związane z liceum w pucku,5
1,2020-09-24,szkołą podstawową i przedszkolem,3
1,2020-09-24,szkołą i kościołem,52
1,2020-09-24,zakładem pracy,6
1,2020-09-24,szpitalem rehabilitacyjnym,59
1,2020-09-24,zakładem pracy,6
1,2020-09-24,terapią,4
1,2020-09-24,zakładem pracy,3
1,2020-09-24,zakładem opiekuńczo,31
1,2020-09-24,zakładem pracy,9
1,2020-09-24,zakładem pracy,13
1,2020-09-24,szpitalem,19
1,2020-09-24,klubem sportowym,8
1,2020-09-24,szkołą i przedszkolem,4
1,2020-09-24,szpitalem,2
1,2020-09-24,przedszkolem,10
1,2020-09-24,szkołą,11
1,2020-09-24,wycieczką,23
1,2020-09-24,szkołą,6
1,2020-09-24,szkołą,3
1,2020-09-24,szkołą,4
1,2020-09-24,szpitalem,4
1,2020-09-24,zakładem pracy,2
1,2020-09-24,zakładem pracy,2
1,2020-09-24,zespołem szkół,3
1,2020-09-24,zespołem szkół,6
1,2020-09-24,szkołą,2
1,2020-09-24,zakładem pracy,5
1,2020-09-24,szkołą,3
1,2020-09-24,weselem i przedszkolem,6
1,2020-09-24,zakładem pracy,5
1,2020-09-24,szkołą,5
1,2020-09-24,szpitalem,2
1,2020-09-24,zakładem pracy w gdyni,6
1,2020-09-24,zakładem pracy w gdyni,2
1,2020-09-24,przychodnią,2
1,2020-09-24,przedszkolem,4
1,2020-09-24,domem pomocy społecznej,7
1,2020-09-24,zakładem pracy,2
1,2020-09-24,wycieczką,3
1,2020-09-24,szpitalem,4
1,2020-09-23,weselem w powiecie tczewskim,40
1,2020-09-23,schroniskiem dla bezdomnych w gdańsku,13
1,2020-09-23,szpitalem w powiecie malborskim,4
1,2020-09-23,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",28
1,2020-09-23,szkołą podstawową,3
1,2020-09-23,domem pomocy społecznej,8
1,2020-09-23,obiadem urodzinowym,10
1,2020-09-23,dps,89
1,2020-09-23,stacją dializ,2
1,2020-09-23,apteką,4
1,2020-09-23,imprezami urodzinowymi (uczniowie lo),33
1,2020-09-23,ośrodkiem sportowym,10
1,2020-09-23,zakładem pracy,5
1,2020-09-23,ośrodkiem szkolno,2
1,2020-09-23,szpitalem,10
1,2020-09-23,ognisko rodzinne związane z liceum w pucku,5
1,2020-09-23,szkołą podstawową i przedszkolem,3
1,2020-09-23,szkołą i kościołem,41
1,2020-09-23,zakładem pracy,6
1,2020-09-23,szpitalem rehabilitacyjnym,59
1,2020-09-23,zakładem pracy,3
1,2020-09-23,terapią,3
1,2020-09-23,zakładem pracy,3
1,2020-09-23,zakładem opiekuńczo,31
1,2020-09-23,zakładem pracy,9
1,2020-09-23,zakładem pracy,13
1,2020-09-23,szpitalem,18
1,2020-09-23,klubem sportowym,8
1,2020-09-23,szkołą i przedszkolem,4
1,2020-09-23,pobytem w sanatorium,2
1,2020-09-23,szpitalem,2
1,2020-09-23,przedszkolem,10
1,2020-09-23,szkołą,11
1,2020-09-23,wycieczką,9
1,2020-09-23,szkołą,6
1,2020-09-23,szkołą,3
1,2020-09-23,szkołą,4
1,2020-09-23,szpitalem,3
1,2020-09-23,zakładem pracy,2
1,2020-09-23,zakładem pracy,2
1,2020-09-23,zespołem szkół,6
1,2020-09-23,szkołą,2
1,2020-09-23,zakładem pracy,3
1,2020-09-23,szkołą,3
1,2020-09-23,weselem i przedszkolem,4
1,2020-09-23,zakładem pracy,3
1,2020-09-23,szkołą,2
1,2020-09-23,szpitalem,2
1,2020-09-23,zakładem pracy w gdyni,6
1,2020-09-22,weselem w powiecie tczewskim,40
1,2020-09-22,schroniskiem dla bezdomnych w gdańsku,13
1,2020-09-22,szpitalem w powiecie malborskim,4
1,2020-09-22,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",28
1,2020-09-22,szkołą podstawową,3
1,2020-09-22,domem pomocy społecznej,8
1,2020-09-22,obiadem urodzinowym,10
1,2020-09-22,dps,89
1,2020-09-22,stacją dializ,2
1,2020-09-22,apteką,4
1,2020-09-22,imprezami urodzinowymi (uczniowie lo),33
1,2020-09-22,ośrodkiem sportowym,10
1,2020-09-22,zakładem pracy,5
1,2020-09-22,ośrodkiem szkolno,2
1,2020-09-22,szpitalem,10
1,2020-09-22,ognisko rodzinne związane z liceum w pucku,5
1,2020-09-22,szkołą podstawową i przedszkolem,3
1,2020-09-22,szkołą i kościołem,32
1,2020-09-22,zakładem pracy,6
1,2020-09-22,szpitalem rehabilitacyjnym,57
1,2020-09-22,zakładem pracy,3
1,2020-09-22,terapią,3
1,2020-09-22,zakładem pracy,3
1,2020-09-22,zakładem opiekuńczo,31
1,2020-09-22,zakładem pracy,9
1,2020-09-22,zakładem pracy,12
1,2020-09-22,szpitalem,17
1,2020-09-22,klubem sportowym,8
1,2020-09-22,szkołą i przedszkolem,4
1,2020-09-22,pobytem w sanatorium,2
1,2020-09-22,szpitalem,2
1,2020-09-22,przedszkolem,8
1,2020-09-22,szkołą,10
1,2020-09-22,wycieczką,6
1,2020-09-22,szkołą,4
1,2020-09-22,szkołą,2
1,2020-09-22,szkołą,4
1,2020-09-22,szpitalem,3
1,2020-09-22,zakładem pracy,2
1,2020-09-22,zakładem pracy,2
1,2020-09-22,zespołem szkół,3
1,2020-09-22,szkołą,2
1,2020-09-22,zakładem pracy,3
1,2020-09-21,weselem w powiecie tczewskim,40
